tarih,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22
2012-03-19,2,6,10,17,20,21,28,35,44,46,47,49,52,55,58,60,62,63,65,68,77,78
2012-03-22,2,4,5,9,13,15,25,32,34,35,36,41,44,47,49,52,53,65,67,70,79,80
2012-03-26,1,9,15,17,21,22,25,29,35,37,40,41,42,43,47,49,57,65,68,71,74,77
2012-03-29,15,17,18,19,21,24,25,27,28,35,38,40,42,43,44,47,52,66,68,71,76,79
2012-04-02,3,9,12,15,21,24,25,26,28,35,41,43,52,55,62,68,69,72,74,77,79,80
2012-04-05,9,17,20,22,24,32,34,35,39,41,42,45,46,47,49,50,51,53,57,63,74,77
2012-04-09,1,18,22,23,27,28,31,34,38,39,40,41,42,46,48,49,53,55,60,63,72,73
2012-04-12,6,16,18,22,23,24,25,28,32,36,38,42,44,49,56,58,59,63,64,66,78,79
2012-04-16,3,6,7,10,11,12,16,17,30,34,39,40,43,47,54,61,64,65,70,73,77,79
2012-04-19,2,3,5,12,13,15,16,17,23,24,26,31,33,42,47,48,52,60,61,68,69,73
2012-04-23,2,4,7,8,9,12,14,23,24,31,35,41,42,43,45,47,50,51,60,70,73,77
2012-04-26,1,3,7,15,26,28,32,33,36,37,38,40,41,43,45,49,54,55,62,68,73,78
2012-04-30,4,6,7,10,25,26,28,33,35,38,39,40,42,44,46,52,53,57,65,66,67,73
2012-05-03,3,6,17,20,24,25,29,30,31,32,43,44,53,57,59,61,65,67,70,73,74,79
2012-05-07,1,6,13,16,17,20,31,38,46,47,49,53,55,57,62,63,65,67,68,69,71,73
2012-05-10,1,2,9,12,16,17,22,27,28,34,35,36,39,44,47,56,59,67,70,74,78,79
2012-05-14,4,10,11,12,13,15,19,21,28,40,46,48,50,55,57,61,62,65,68,74,78,80
2012-05-17,3,4,7,9,12,13,14,15,16,18,24,30,31,32,36,42,54,60,62,68,70,77
2012-05-21,1,3,4,9,14,19,26,27,30,33,38,44,51,53,54,55,65,68,69,71,76,78
2012-05-24,6,8,14,15,17,18,24,28,30,35,37,42,45,46,49,56,58,61,62,67,74,77
2012-05-28,3,4,8,16,23,24,25,26,29,34,38,40,44,51,58,67,68,70,73,74,76,78
2012-05-31,2,3,4,7,10,18,19,25,26,27,29,33,34,38,43,47,51,53,58,64,70,72
2012-06-04,4,6,17,18,23,25,26,28,29,32,36,42,43,44,47,48,52,57,61,62,66,70
2012-06-07,1,2,7,8,10,14,15,17,26,28,35,36,37,40,47,51,63,67,69,73,75,80
2012-06-11,1,2,5,8,9,10,12,13,17,18,25,27,33,40,44,48,63,66,69,73,76,80
2012-06-14,3,8,10,14,15,21,22,23,31,33,34,41,45,47,50,51,53,63,68,70,74,77
2012-06-18,7,8,10,18,19,20,22,24,26,33,39,46,47,49,50,53,57,59,62,64,74,80
2012-06-21,1,2,14,17,18,27,30,33,35,37,39,49,50,55,63,67,70,71,75,77,79,80
2012-06-25,1,3,10,18,20,23,27,30,35,37,44,58,61,66,67,70,72,74,76,77,78,80
2012-06-28,1,7,13,16,19,26,28,30,34,36,43,48,50,54,57,58,62,66,72,74,76,80
2012-07-02,6,8,11,13,18,22,23,28,33,36,38,39,40,43,47,48,49,54,57,63,76,80
2012-07-05,2,7,10,16,17,18,25,30,31,32,34,40,41,44,46,47,48,63,65,66,78,79
2012-07-09,2,3,14,22,26,29,31,35,43,44,45,46,51,52,56,59,61,63,68,74,79,80
2012-07-12,3,6,7,9,11,13,15,18,23,26,27,40,42,47,51,53,66,71,74,75,78,79
2012-07-16,3,4,6,10,18,23,25,28,29,32,36,42,50,51,55,59,60,66,68,75,77,79
2012-07-19,12,13,16,17,24,25,26,32,34,38,40,41,42,43,47,50,57,65,72,73,79,80
2012-07-23,3,6,7,12,14,15,16,17,25,31,33,40,43,47,49,52,53,58,67,73,77,78
2012-07-26,10,20,23,24,30,35,36,37,39,40,42,47,55,57,58,59,61,66,67,70,74,79
2012-07-30,1,4,7,8,9,17,20,21,25,27,33,38,39,42,46,47,49,52,56,57,58,60
2012-08-02,2,4,7,14,21,24,27,32,34,39,40,41,43,49,50,53,62,63,72,74,77,80
2012-08-06,4,6,8,25,34,36,38,42,47,54,55,56,58,59,60,61,62,69,72,74,75,77
2012-08-09,4,6,8,10,18,19,26,33,40,42,44,51,53,54,57,59,60,61,63,64,71,79
2012-08-13,1,5,7,13,15,18,22,25,27,31,32,35,44,47,53,56,58,61,63,65,66,69
2012-08-16,2,3,12,16,18,22,28,29,36,38,43,53,58,59,62,64,65,67,69,70,76,77
2012-08-20,2,5,11,12,13,14,17,18,24,31,37,42,43,46,54,61,65,67,68,70,72,80
2012-08-23,1,6,18,20,32,33,35,37,39,40,41,42,45,49,50,52,53,57,60,66,68,71
2012-08-27,1,2,4,5,12,18,21,25,26,28,38,39,40,41,45,47,50,56,62,71,75,80
2012-08-30,1,2,9,13,21,25,26,31,32,33,38,39,44,46,47,53,61,64,66,69,75,79
2012-09-03,5,8,9,11,17,23,24,25,28,32,35,40,42,43,53,62,67,69,75,78,79,80
2012-09-06,3,8,10,14,15,18,19,22,24,25,26,38,41,49,56,64,65,67,72,75,76,80
2012-09-10,4,15,16,17,23,26,28,30,31,34,35,37,48,49,53,54,62,68,69,70,76,78
2012-09-13,2,4,12,13,17,23,24,25,31,33,34,38,42,46,53,59,63,68,69,70,74,80
2012-09-17,2,4,6,15,27,31,32,35,44,47,57,58,62,63,64,66,67,68,70,75,79,80
2012-09-20,3,6,13,17,19,21,30,35,41,42,44,47,48,50,52,54,55,56,59,68,70,78
2012-09-24,4,12,13,15,17,19,21,31,32,33,39,42,47,49,53,55,63,69,70,71,79,80
2012-09-27,1,6,13,24,28,29,30,35,37,38,43,45,47,50,52,53,57,64,66,68,71,72
2012-10-01,2,3,5,16,17,22,25,30,38,44,47,49,52,54,56,59,68,69,70,74,75,77
2012-10-04,4,7,10,11,14,17,19,22,24,32,36,37,39,43,45,49,55,63,65,66,67,75
2012-10-08,2,20,28,29,34,35,37,41,48,49,50,51,53,54,55,61,62,65,70,71,73,74
2012-10-11,1,3,5,10,11,13,16,20,22,35,36,45,46,47,52,56,59,60,61,64,65,70
2012-10-15,3,6,13,14,16,21,25,27,35,38,41,47,48,49,50,51,56,66,75,77,78,79
2012-10-18,6,7,8,11,12,13,23,24,25,34,37,40,42,50,58,59,61,67,69,73,77,78
2012-10-22,1,7,15,17,18,23,24,25,33,37,40,46,49,52,53,57,66,69,72,73,78,80
2012-10-25,12,14,15,17,20,23,26,29,32,42,44,46,48,49,51,54,57,59,62,64,71,78
2012-10-29,3,4,20,24,25,29,31,36,43,46,50,54,56,57,60,61,65,68,71,74,76,79
2012-11-01,3,5,12,16,17,18,21,25,35,37,40,44,49,52,53,54,56,63,66,67,72,77
2012-11-05,1,6,7,9,10,14,25,26,33,35,44,50,53,55,60,61,64,72,74,75,77,78
2012-11-08,1,4,10,15,17,19,29,35,36,40,42,43,56,59,64,68,69,70,71,72,75,77
2012-11-12,2,10,11,14,16,23,28,30,33,36,40,47,48,55,57,61,62,68,75,77,78,80
2012-11-15,1,4,6,8,13,14,24,26,36,44,46,47,49,51,55,59,62,63,65,68,75,78
2012-11-19,1,3,6,12,13,21,27,35,44,46,50,51,53,55,57,58,60,62,66,75,77,79
2012-11-22,3,6,9,19,22,26,27,29,31,34,36,40,42,44,46,48,50,63,66,68,75,77
2012-11-26,4,7,13,14,16,20,32,35,42,47,50,53,55,57,63,64,66,71,72,73,79,80
2012-11-29,8,10,12,20,21,32,37,42,44,45,47,50,53,54,59,67,72,73,74,75,76,80
2012-12-03,3,6,9,16,18,25,26,27,28,30,32,33,40,41,53,57,58,69,74,76,77,78
2012-12-06,15,20,23,27,29,30,33,37,44,48,52,57,58,59,63,65,67,70,71,75,76,77
2012-12-10,2,3,5,12,14,16,17,20,22,25,27,29,34,41,46,48,49,57,58,63,67,79
2012-12-13,6,10,13,16,17,18,21,27,29,45,47,52,55,58,61,62,66,67,69,70,72,78
2012-12-17,1,4,13,14,27,28,32,34,37,43,44,47,48,49,51,52,53,58,63,68,73,80
2012-12-20,5,10,13,16,17,19,20,21,24,25,33,34,38,40,42,43,44,53,55,59,67,74
2012-12-24,1,3,4,14,15,17,23,25,27,29,35,36,37,42,50,52,53,55,57,59,76,77
2012-12-27,6,7,8,9,11,12,18,23,24,26,27,28,31,47,48,50,54,64,67,69,72,73
2012-12-31,3,7,9,16,24,25,30,31,32,33,34,42,52,53,55,60,64,66,67,69,77,79
2013-01-03,5,6,8,9,14,15,16,21,33,38,42,43,44,46,47,49,51,52,56,64,70,78
2013-01-07,1,2,6,13,14,25,27,31,33,36,39,48,56,57,58,63,64,67,73,76,77,78
2013-01-10,1,3,19,20,23,26,29,30,35,37,41,42,47,51,53,55,57,62,68,72,74,80
2013-01-14,4,5,10,21,23,29,32,33,34,35,37,40,41,44,56,57,62,63,64,67,69,74
2013-01-17,4,6,9,16,17,30,32,35,36,37,38,39,40,52,53,59,65,67,69,75,77,78
2013-01-21,2,8,10,15,17,21,24,29,31,34,37,39,40,49,51,55,57,60,66,70,78,80
2013-01-24,2,3,4,9,11,13,20,32,33,34,44,48,51,56,61,62,65,66,70,74,75,79
2013-01-28,10,11,16,18,25,27,28,29,33,41,45,46,50,51,56,60,67,69,70,77,79,80
2013-01-31,1,3,15,16,17,20,21,22,27,29,31,32,33,49,56,58,59,64,65,67,73,75
2013-02-04,2,4,6,7,8,10,17,18,23,29,34,36,37,38,41,57,59,61,69,70,75,79
2013-02-07,1,2,7,12,14,24,30,32,34,35,36,42,44,46,48,49,68,69,72,74,75,80
2013-02-11,4,8,9,10,15,18,23,25,29,35,43,44,48,56,62,64,67,68,70,75,76,78
2013-02-14,3,10,15,17,18,21,25,29,31,34,35,44,46,47,48,58,62,64,66,69,70,72
2013-02-18,3,5,10,12,20,23,24,27,28,29,33,44,45,47,54,56,62,68,70,73,76,80
2013-02-21,9,10,15,23,24,25,32,37,48,52,53,58,59,60,62,64,65,66,69,75,77,78
2013-02-25,2,5,17,19,21,24,30,32,34,41,44,51,52,55,56,64,68,69,70,73,75,78
2013-02-28,4,16,20,31,32,35,40,44,47,48,49,50,51,61,65,67,68,70,71,73,75,76
2013-03-04,3,9,12,16,22,25,29,34,36,42,49,52,60,61,63,65,70,72,74,78,79,80
2013-03-07,2,10,14,16,22,27,28,31,32,37,40,44,46,48,49,50,54,61,68,69,72,78
2013-03-11,7,10,12,16,18,20,21,23,24,26,27,28,30,34,36,45,47,54,55,63,65,69
2013-03-14,4,10,14,16,23,25,27,28,33,34,46,47,50,51,52,53,57,59,62,72,73,79
2013-03-18,3,6,9,14,16,20,25,27,28,30,31,32,34,36,38,48,53,57,62,73,74,77
2013-03-21,3,6,7,9,16,21,24,33,34,37,40,44,47,52,56,59,61,65,66,74,77,80
2013-03-25,3,7,8,9,14,22,24,36,38,43,46,48,52,53,56,57,65,68,73,75,78,79
2013-03-28,3,6,8,9,16,18,19,20,23,26,27,28,33,36,42,43,44,53,57,65,67,72
2013-04-01,2,5,6,10,11,18,27,29,32,36,40,42,44,47,49,50,57,65,66,67,74,78
2013-04-04,1,6,12,15,17,22,24,29,31,33,37,39,40,41,44,45,48,49,51,60,64,80
2013-04-08,2,7,8,12,13,15,17,20,21,26,29,30,38,44,46,49,56,59,61,64,68,70
2013-04-11,6,11,12,18,24,25,29,33,34,35,37,41,50,57,59,63,69,71,73,75,76,78
2013-04-15,1,5,8,9,12,20,21,26,27,33,34,37,41,42,47,51,52,54,65,69,71,79
2013-04-18,1,10,13,17,19,22,23,32,34,38,44,47,51,57,63,69,70,71,72,74,76,78
2013-04-22,5,9,10,12,21,23,24,32,33,37,39,41,43,48,49,51,60,61,70,74,76,79
2013-04-25,6,8,10,13,15,16,24,28,30,35,36,39,44,45,46,47,52,57,72,76,78,79
2013-04-29,3,6,9,11,20,25,34,36,38,40,42,47,49,51,57,60,68,74,75,76,78,80
2013-05-02,4,6,8,11,12,13,18,20,22,24,26,33,34,43,46,50,53,61,62,66,74,75
2013-05-06,4,6,7,8,19,23,28,32,34,36,37,42,43,44,51,52,53,54,56,66,67,69
2013-05-09,3,5,6,7,23,24,25,33,35,37,42,43,44,47,50,53,57,61,69,77,78,79
2013-05-13,2,3,4,12,13,14,18,27,28,35,52,54,55,57,59,62,65,66,70,72,73,79
2013-05-16,5,8,14,17,19,20,25,27,30,31,33,40,41,42,46,47,50,51,62,63,72,79
2013-05-20,1,7,16,17,22,24,27,32,36,38,40,43,47,48,50,52,54,62,66,74,76,80
2013-05-23,9,10,12,13,14,15,19,27,30,33,38,40,41,49,52,56,59,60,62,64,67,68
2013-05-27,1,9,12,17,18,26,29,32,40,41,44,48,49,53,56,59,68,70,74,75,78,79
2013-05-30,6,8,12,14,15,17,20,21,23,24,28,32,34,37,44,47,53,57,60,69,70,73
2013-06-03,2,4,11,18,20,21,23,26,34,39,41,46,47,51,52,57,60,64,68,69,78,79
2013-06-06,3,6,7,8,10,15,16,24,33,34,37,42,47,50,53,58,62,67,71,73,75,80
2013-06-10,5,8,11,17,20,27,28,29,30,33,36,40,41,45,46,48,53,55,56,61,66,69
2013-06-13,3,7,8,14,16,21,29,30,34,35,43,44,50,55,60,61,70,71,72,73,78,79
2013-06-17,10,13,15,17,19,22,24,26,27,31,32,39,42,44,48,52,53,56,61,66,74,78
2013-06-20,2,9,10,14,21,26,33,35,37,43,45,46,48,51,53,54,57,66,68,71,78,79
2013-06-24,7,8,13,14,15,21,23,30,33,35,36,37,45,48,54,56,57,59,67,68,73,79
2013-06-27,2,8,15,21,25,28,30,40,42,47,52,53,54,57,59,61,65,67,68,72,74,78
2013-07-01,12,14,16,21,23,24,25,27,35,37,39,42,43,44,46,49,52,53,55,59,61,78
2013-07-04,1,8,9,15,16,21,25,26,29,31,35,39,40,44,49,50,57,65,68,69,73,75
2013-07-08,1,3,5,9,13,19,20,24,26,28,32,36,43,47,50,52,55,62,63,69,75,76
2013-07-11,3,4,8,12,14,18,20,21,22,24,25,27,31,42,49,53,54,55,59,61,63,70
2013-07-15,2,3,21,24,26,36,37,38,39,42,47,49,51,53,57,60,61,67,70,71,72,79
2013-07-18,3,4,5,24,31,32,33,35,39,43,44,46,50,54,57,65,67,68,69,71,72,79
2013-07-22,11,22,25,26,33,36,37,41,49,51,52,56,66,67,69,70,72,73,74,75,78,79
2013-07-25,10,11,17,18,19,22,23,25,30,32,33,38,40,49,52,57,61,63,73,75,76,77
2013-07-29,1,3,9,12,14,17,23,25,26,28,32,46,48,49,60,62,63,65,71,73,75,80
2013-08-01,1,8,13,15,16,21,23,25,27,29,34,35,43,47,51,52,53,56,57,58,67,74
2013-08-05,4,5,7,14,18,25,27,30,34,35,36,39,49,52,61,62,63,65,72,73,76,79
2013-08-08,6,8,10,15,17,18,25,27,28,29,30,35,38,40,47,50,51,59,70,72,75,78
2013-08-12,4,13,15,17,20,25,27,30,31,32,35,43,48,51,53,60,63,65,66,68,71,77
2013-08-15,1,7,8,12,13,16,26,28,32,36,37,44,49,50,52,54,58,59,60,61,62,63
2013-08-19,1,2,4,15,16,19,24,28,29,33,36,37,52,55,58,65,67,69,70,71,72,74
2013-08-22,1,3,4,13,14,23,26,28,29,40,45,49,50,53,56,61,63,68,73,74,77,79
2013-08-26,2,6,8,9,13,14,15,21,30,33,41,42,44,47,53,56,64,66,72,73,79,80
2013-08-29,3,4,12,13,18,25,31,33,38,41,43,45,46,47,49,53,59,60,63,64,65,78
2013-09-02,3,5,17,18,23,33,34,37,41,50,52,53,55,59,61,63,70,71,73,78,79,80
2013-09-05,2,8,13,23,25,26,29,34,37,40,41,46,50,51,54,55,62,67,68,71,72,80
2013-09-09,1,6,8,15,17,18,22,23,24,29,31,34,40,43,45,47,49,53,54,59,67,78
2013-09-12,3,4,6,8,10,11,12,18,29,30,32,35,39,40,43,49,55,60,61,68,77,80
2013-09-16,2,5,6,9,11,12,28,34,42,49,50,51,53,54,56,60,62,71,73,74,76,77
2013-09-19,3,4,11,13,16,23,24,25,26,28,29,32,38,40,44,52,56,61,66,73,77,78
2013-09-23,3,5,6,12,13,19,24,25,36,37,38,40,41,46,54,58,59,61,64,71,73,76
2013-09-26,1,12,14,15,20,24,25,27,28,30,37,38,39,46,48,52,54,58,59,62,65,78
2013-09-30,2,14,15,16,20,22,24,25,26,29,32,39,42,50,53,54,55,57,60,67,69,79
2013-10-03,4,10,15,22,24,25,29,30,34,40,42,43,49,53,58,59,62,63,64,73,76,80
2013-10-07,1,2,8,13,15,22,29,33,39,40,41,42,49,54,56,61,66,67,70,71,74,79
2013-10-10,1,3,6,18,20,23,32,33,36,39,44,46,48,49,52,54,57,58,63,66,75,80
2013-10-14,3,4,7,8,18,20,24,26,32,33,50,51,53,57,58,60,61,68,71,75,77,79
2013-10-17,2,4,12,15,16,19,21,27,33,42,45,47,49,51,53,54,59,60,61,62,75,80
2013-10-21,4,5,7,12,13,20,21,24,25,27,34,35,36,37,38,41,42,46,60,61,74,80
2013-10-24,3,6,14,17,20,23,26,31,34,36,37,38,40,42,53,60,61,68,69,73,74,79
2013-10-28,3,5,16,20,21,27,29,37,38,47,48,49,55,59,62,64,66,68,71,73,75,77
2013-10-31,5,14,17,18,19,20,24,26,27,29,31,34,43,44,45,51,56,61,64,68,75,76
2013-11-04,11,20,21,25,26,27,32,33,39,40,41,45,50,52,55,61,66,69,71,72,74,76
2013-11-07,8,13,14,15,20,21,26,31,34,38,42,46,49,50,53,55,59,60,67,68,75,80
2013-11-11,1,3,6,9,17,21,26,33,35,38,41,42,44,54,56,58,59,65,69,70,72,78
2013-11-14,3,4,6,8,9,23,28,30,36,40,42,44,46,47,49,53,55,58,61,66,75,79
2013-11-18,4,8,10,19,24,25,26,30,35,40,46,47,50,52,56,57,59,70,72,73,74,75
2013-11-21,6,8,12,13,16,18,22,25,37,40,43,44,45,49,50,59,69,70,71,72,73,78
2013-11-25,2,4,5,12,16,18,20,21,22,31,41,42,51,53,54,56,58,60,64,66,71,74
2013-11-28,2,9,20,21,30,36,38,46,50,51,52,54,56,57,58,59,66,67,68,69,70,77
2013-12-02,4,8,13,18,20,23,26,28,35,36,40,42,46,47,49,50,53,56,58,64,68,71
2013-12-05,1,3,5,11,18,19,22,24,26,27,29,30,34,42,45,47,57,64,66,67,73,77
2013-12-09,5,14,17,20,21,25,28,29,37,39,40,44,49,54,57,59,66,68,71,73,78,80
2013-12-12,1,3,5,6,15,24,25,26,27,42,43,46,49,53,56,57,58,62,63,66,73,78
2013-12-16,1,3,9,18,23,24,29,30,35,40,49,54,55,56,59,64,71,74,76,78,79,80
2013-12-19,3,4,12,13,20,26,28,29,33,37,40,46,54,55,56,58,66,67,68,72,75,79
2013-12-23,5,7,12,16,18,21,22,26,29,34,36,49,53,56,58,63,65,67,70,73,74,79
2013-12-26,4,8,10,12,20,24,27,29,32,33,35,37,40,43,44,49,53,55,64,66,74,75
2013-12-30,1,3,8,9,12,13,16,24,27,34,36,49,50,51,52,53,57,64,69,72,77,79
2014-01-02,1,3,12,13,20,23,25,26,28,35,38,45,46,48,49,53,57,63,68,73,76,78
2014-01-06,2,4,6,8,13,23,28,29,34,35,39,49,50,51,53,59,62,64,70,72,76,78
2014-01-09,1,16,18,21,27,28,30,37,38,39,40,44,47,56,58,60,61,64,65,66,76,79
2014-01-13,1,8,9,13,19,25,28,30,33,34,37,41,50,52,53,54,55,58,62,63,70,73
2014-01-16,2,3,5,8,12,20,24,29,31,32,35,43,47,48,54,60,62,63,70,73,77,80
2014-01-20,7,10,20,22,23,25,26,31,34,36,40,42,48,52,57,61,62,63,64,70,71,73
2014-01-23,2,8,13,20,21,23,25,29,30,37,38,39,43,44,51,52,54,56,62,64,75,79
2014-01-27,3,4,5,6,14,20,30,31,33,39,40,42,47,48,49,54,55,63,71,74,75,78
2014-01-30,3,5,6,7,9,10,16,17,20,24,25,27,31,40,46,47,53,61,63,67,79,80
2014-02-03,2,14,15,20,22,23,24,28,34,36,37,38,41,43,47,48,55,56,57,63,73,78
2014-02-06,3,4,9,10,18,22,29,34,36,39,40,47,48,49,52,53,54,58,60,65,79,80
2014-02-10,12,14,18,21,31,36,37,43,46,47,52,55,61,64,68,70,71,72,74,75,78,80
2014-02-13,1,6,9,12,17,32,35,38,45,46,51,53,54,61,62,64,65,67,70,71,73,74
2014-02-17,3,4,8,10,15,20,25,31,32,35,36,37,39,43,44,52,56,67,68,73,74,77
2014-02-20,3,6,10,16,17,21,25,31,34,35,36,38,40,41,43,47,48,53,55,64,71,78
2014-02-24,2,6,12,13,24,25,29,32,36,41,45,51,52,56,57,59,61,66,67,68,70,79
2014-02-27,6,9,13,21,22,23,27,34,37,38,42,43,44,49,52,57,61,65,68,71,74,79
2014-03-03,1,3,6,12,29,31,36,39,40,42,44,49,52,58,60,62,66,67,68,71,72,79
2014-03-06,3,4,5,8,20,24,25,31,33,36,40,42,47,58,60,61,62,69,70,74,75,78
2014-03-10,2,4,22,23,24,30,33,36,39,44,46,47,51,53,57,63,64,65,67,69,74,77
2014-03-13,1,3,14,15,16,17,26,29,38,44,46,47,49,53,56,58,63,69,72,73,74,78
2014-03-17,13,17,22,26,32,33,36,38,42,43,44,53,55,56,57,61,63,66,69,73,78,79
2014-03-20,1,10,14,21,24,27,34,36,39,40,41,42,44,47,48,50,54,56,58,59,72,80
2014-03-24,6,11,12,18,24,26,29,33,38,41,42,44,46,48,56,63,67,71,74,78,79,80
2014-03-27,1,10,14,16,17,21,25,27,37,42,44,46,49,52,53,58,62,65,70,76,77,79
2014-03-31,1,6,7,10,18,20,23,25,27,29,34,37,40,44,49,55,66,69,70,74,77,80
2014-04-03,3,9,12,14,15,16,21,25,27,35,39,42,46,49,50,59,62,63,68,69,70,77
2014-04-07,4,6,7,13,19,20,25,26,28,30,31,39,40,47,50,60,61,64,66,71,75,79
2014-04-10,4,5,9,12,16,21,24,40,46,48,49,55,57,58,59,63,64,67,73,74,76,78
2014-04-14,1,8,9,13,14,23,24,28,31,35,40,42,44,47,51,54,60,61,64,68,76,78
2014-04-17,7,10,13,19,21,23,31,38,39,42,43,46,48,57,61,63,70,71,72,74,75,77
2014-04-21,3,6,12,13,15,22,26,29,31,32,40,43,44,48,51,55,64,70,72,74,75,79
2014-04-24,3,4,9,10,13,17,24,28,31,35,39,42,47,48,50,51,52,57,61,62,63,74
2014-04-28,10,13,15,25,28,32,40,42,47,49,52,53,54,55,56,58,59,66,69,70,75,79
2014-05-01,1,6,9,15,16,20,21,23,24,25,28,32,55,57,59,63,64,66,69,72,73,77
2014-05-05,13,18,19,20,21,22,26,28,30,31,39,40,41,42,43,44,45,46,50,54,63,68
2014-05-08,3,12,16,29,30,31,36,41,46,48,49,51,53,54,61,65,66,67,71,73,75,79
2014-05-12,1,2,8,10,13,15,18,19,21,28,31,32,36,40,47,52,56,57,66,67,71,74
2014-05-15,1,2,3,6,9,17,18,23,24,25,32,35,41,52,60,70,71,72,73,74,76,78
2014-05-19,1,2,4,7,8,9,17,18,21,27,33,38,39,40,42,45,50,58,63,65,67,72
2014-05-22,1,9,12,13,18,21,23,24,25,34,36,38,39,43,46,49,53,56,63,68,75,78
2014-05-26,1,2,4,5,10,13,21,23,26,28,30,36,39,47,49,53,63,64,66,68,74,78
2014-05-29,3,7,10,15,16,26,28,32,34,36,40,43,49,54,55,56,61,62,63,67,69,77
2014-06-02,2,3,10,12,13,26,29,30,35,36,44,46,49,53,54,58,60,62,69,75,77,80
2014-06-05,10,11,15,16,18,22,24,25,29,31,32,40,41,46,47,51,53,57,58,68,70,71
2014-06-09,1,4,14,23,35,38,39,42,46,54,55,58,62,63,65,69,70,72,74,77,79,80
2014-06-12,7,9,11,13,20,22,23,24,25,26,33,38,40,41,42,47,48,52,56,64,66,78
2014-06-16,7,20,21,25,28,33,34,37,40,53,55,56,58,63,65,67,68,69,70,71,73,75
2014-06-19,4,8,10,13,21,23,28,30,38,43,44,48,52,53,56,64,67,69,70,71,74,79
2014-06-23,1,2,9,13,19,21,26,27,29,31,36,39,43,45,47,49,50,51,61,63,68,71
2014-06-26,3,6,15,16,18,19,23,25,27,30,38,42,56,58,59,61,69,70,73,75,76,78
2014-06-30,3,6,12,13,15,18,25,30,32,34,35,36,41,46,47,49,55,57,58,61,66,78
2014-07-03,1,2,7,9,12,14,20,25,26,30,36,46,51,52,55,63,64,73,76,77,78,79
2014-07-07,3,8,10,13,14,16,25,27,31,33,45,54,56,58,59,60,65,66,70,74,75,79
2014-07-10,5,8,12,13,17,23,29,31,34,35,36,42,45,46,50,55,59,61,63,69,75,77
2014-07-14,2,3,6,7,11,12,20,27,29,38,40,42,43,44,47,51,54,56,63,64,72,73
2014-07-17,1,2,4,7,8,11,13,19,24,28,32,36,38,40,50,56,58,59,62,74,77,78
2014-07-21,8,12,13,17,18,20,22,27,29,34,38,44,49,51,53,60,66,69,71,72,79,80
2014-07-24,2,4,6,13,16,26,34,35,42,45,54,64,65,66,67,68,69,71,75,77,78,80
2014-07-28,3,6,7,9,23,24,27,40,42,43,45,46,49,52,60,62,67,70,72,73,74,75
2014-07-31,2,4,6,8,15,17,19,26,34,40,43,44,46,48,49,51,65,66,68,74,78,79
2014-08-04,5,8,11,16,20,21,29,30,33,34,35,38,43,49,51,55,56,61,63,69,73,74
2014-08-07,1,2,3,13,17,21,24,26,31,35,41,42,47,49,50,51,61,66,73,74,75,76
2014-08-11,5,8,10,11,14,15,18,19,29,33,38,44,47,50,57,60,62,65,72,74,79,80
2014-08-14,1,13,22,25,28,35,37,40,42,45,49,53,54,56,63,64,66,69,70,74,79,80
2014-08-18,2,4,16,29,31,33,35,41,47,48,49,55,58,59,66,69,70,71,74,76,78,79
2014-08-21,2,9,14,16,21,24,25,29,33,35,42,43,44,51,55,68,72,73,75,76,79,80
2014-08-25,1,3,7,15,18,25,27,32,35,41,46,49,51,54,55,57,58,60,61,68,76,80
2014-08-28,1,4,6,8,13,20,21,22,23,24,37,39,43,47,49,54,58,59,62,65,66,80
2014-09-01,1,2,3,6,13,14,16,19,21,25,28,35,41,44,47,48,51,60,62,65,73,80
2014-09-04,6,20,21,22,23,28,29,36,42,43,46,49,51,53,54,59,64,65,68,73,76,78
2014-09-08,3,6,12,13,14,16,18,19,27,46,48,50,52,53,60,64,67,68,70,75,76,80
2014-09-11,2,9,15,16,19,22,23,25,33,35,39,42,44,50,52,56,59,61,65,69,73,78
2014-09-15,1,3,8,13,14,16,20,26,29,31,40,41,43,47,51,57,64,65,67,71,73,77
2014-09-18,5,6,12,13,15,19,20,22,25,26,33,35,45,46,48,52,57,59,62,73,76,78
2014-09-22,3,7,13,16,20,21,24,25,31,33,35,36,40,44,45,47,49,57,63,64,67,80
2014-09-25,1,3,7,10,14,20,25,28,31,34,35,41,44,50,53,55,56,69,70,71,75,77
2014-09-29,2,3,4,9,25,31,35,38,39,43,46,49,52,55,57,58,61,65,67,69,78,80
2014-10-02,2,3,14,15,16,21,33,39,45,46,47,49,52,53,54,66,68,71,73,74,75,78
2014-10-06,2,3,17,19,22,26,32,34,35,36,39,44,48,58,60,61,65,68,70,76,78,79
2014-10-09,2,4,15,18,21,22,25,27,33,37,38,41,46,49,52,55,63,67,68,73,77,79
2014-10-13,3,6,11,20,21,22,25,29,31,34,35,37,44,45,49,51,53,54,57,66,67,70
2014-10-16,2,6,12,14,16,17,18,21,24,27,32,40,45,47,52,54,56,62,66,72,75,80
2014-10-20,2,4,8,9,13,14,21,23,27,28,35,41,44,46,50,52,56,59,61,62,72,73
2014-10-23,4,6,7,8,11,21,23,24,25,32,34,35,44,50,54,60,64,65,68,70,74,75
2014-10-27,4,5,7,15,19,21,23,26,30,32,41,48,49,52,53,58,62,64,65,67,68,79
